"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"13057","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP728/2025-2026/206388","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","26-Feb-2026","KHETARAM","Payment Success","8250"
"13058","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP728/2025-2026/206387","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","10-Feb-2026","KHETARAM","Payment Success","9750"
"13059","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP728/2025-2026/206387","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","10-Feb-2026","RAJARAM","Payment Success","3575"
"13060","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP728/2025-2026/206388","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","26-Feb-2026","RAJARAM","Payment Success","8250"
"13061","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP728/2025-2026/206387","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","10-Feb-2026","SAROJ","Payment Success","3575"
"13062","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP728/2025-2026/206387","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","26-Feb-2026","SAROJ","Payment Success","3025"
"13063","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18102/2025-2026/233971","DHAR(DISTRICT COLLECTOR DHAR_IDA)","SAVITRI THAKUR","DHAR(ST)","24-Feb-2026","Gram Panchayat Khalbujurg janpad Panchayat Dharmpuri District Dhar","Payment Success","1232000"
"13064","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18102/2025-2026/233971","DHAR(DISTRICT COLLECTOR DHAR_IDA)","SAVITRI THAKUR","DHAR(ST)","11-May-2026","Gram Panchayat Khalbujurg janpad Panchayat Dharmpuri District Dhar","Payment Success","1229567"
"13065","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP440/2025-2026/162044","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","Vellalath Kochukrishnan Nair Sreekandan","PALAKKAD","12-Mar-2026","Suresh Babu K S","Payment Success","852256"
"13066","Punjab","Construction of bus-sheds or bus-stops","WS/MP18314/2025-2026/219465","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","11-May-2026","Jaspal Singh","Payment Success","70860"
"13067","Punjab","Construction of bus-sheds or bus-stops","WS/MP18314/2025-2026/219465","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","18-Feb-2026","Jaspal Singh","Payment Success","46368"
"13068","Haryana","Construction of boundary walls of existing public and community buildings","WS/MP18065/2025-2026/239256","ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA)","DEEPENDER SINGH HOODA","ROHTAK","10-Feb-2026","DEEPIKA","Payment Success","103338"
"13069","Rajasthan","Construction of community centers and community halls","WS/MP389/2025-2026/213100","PALI(DISTRICT COLLECTOR PALI_IDA)","Shri PP Chaudhary","PALI","16-Feb-2026","BABA RAMDEO CONSTRUCTION","Payment Success","536467"
"13070","Haryana","Providing sports equipment, except consumable items","WS/MP18065/2025-2026/251500","ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA)","DEEPENDER SINGH HOODA","ROHTAK","09-Feb-2026","VIKAS SPORTS AND GENERAL STORE","Payment Success","430500"
"13071","Haryana","Providing sports equipment, except consumable items","WS/MP18065/2025-2026/251500","ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA)","DEEPENDER SINGH HOODA","ROHTAK","25-Feb-2026","VIKAS SPORTS AND GENERAL STORE","Payment Success","19425"
"13072","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/219482","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","18-Feb-2026","Rayia bricks co","Payment Success","40800"
"13073","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/219462","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","24-Mar-2026","Rayia bricks co","Payment Success","6800"
"13074","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/219462","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","24-Mar-2026","Rayia bricks co","Payment Success","37400"
"13075","Punjab","Construction of bus-sheds or bus-stops","WS/MP18314/2025-2026/219458","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","01-Apr-2026","Rayia bricks co","Payment Success","34000"
"13076","Punjab","Construction of bus-sheds or bus-stops","WS/MP18314/2025-2026/219458","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","01-Apr-2026","Rayia bricks co","Payment Success","34000"
"13077","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/190985","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","24-Feb-2026","Rayia bricks co","Payment Success","40800"
"13078","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/190985","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","23-Jun-2026","Rayia bricks co","Payment Success","8550"
"13079","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/190985","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","23-Jun-2026","Rayia bricks co","Payment Success","4551"
"13080","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/190985","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","23-Jun-2026","sidhu cement and sanitry store","Payment Success","15170"
"13081","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/190985","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","24-Feb-2026","sidhu cement and sanitry store","Payment Success","28800"
"13082","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/190985","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","24-Feb-2026","sidhu cement and sanitry store","Payment Success","39000"
"13083","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP728/2025-2026/206387","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","26-Feb-2026","SANDEEP","Payment Success","8250"
"13084","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP728/2025-2026/206387","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","10-Feb-2026","SANDEEP","Payment Success","9750"
"13085","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP728/2025-2026/206388","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","26-Feb-2026","SURENDRA","Payment Success","6750"
"13086","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP728/2025-2026/206388","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","26-Feb-2026","MANDEEP","Payment Success","8250"
"13087","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP386/2025-2026/243980","Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA)","Shri Hanuman Beniwal","NAGAUR","10-Feb-2026","INDIAN CONSTRUCTION COMPANY","Payment Success","585846"
"13088","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP386/2025-2026/243980","Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA)","Shri Hanuman Beniwal","NAGAUR","09-Mar-2026","INDIAN CONSTRUCTION COMPANY","Payment Success","412903"
"13089","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP728/2025-2026/206387","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","26-Feb-2026","SURENDRA","Payment Success","7500"
"13090","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP728/2025-2026/206387","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","26-Feb-2026","POONAM KUMARI","Payment Success","3025"
"13091","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP728/2025-2026/206387","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","26-Feb-2026","SHANKARLAL","Payment Success","8250"
"13092","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18154/2025-2026/216464","GURDASPUR(DEPUTY COMMISSIONER GURDASPUR_IDA)","SUKHJINDER SINGH RANDHAWA","GURDASPUR","08-Feb-2026","Bajwa Boring And Hardware Store","Payment Success","13000"
"13093","Jammu And Kashmir","Installing tube-wells and borewells","WS/MP18070/2025-2026/194295","SHOPIAN(Deputy Commissioner Shopian_IDA)","MIAN ALTAF AHMAD","ANANTNAG","11-Feb-2026","Sajad Ahmad WAni","Payment Success","550400"
"13094","Jammu And Kashmir","Installing tube-wells and borewells","WS/MP18070/2025-2026/194298","SHOPIAN(Deputy Commissioner Shopian_IDA)","MIAN ALTAF AHMAD","ANANTNAG","11-Feb-2026","Sajad Ahmad WAni","Payment Success","278700"
"13095","Jammu And Kashmir","Installing tube-wells and borewells","WS/MP18070/2025-2026/194297","SHOPIAN(Deputy Commissioner Shopian_IDA)","MIAN ALTAF AHMAD","ANANTNAG","11-Feb-2026","Sajad Ahmad WAni","Payment Success","540000"
"13096","Odisha","Construction of rooms and halls in school and colleges","WS/MP18148/2025-2026/170297","NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA)","BALABHADRA MAJHI","NABARANGPUR(ST)","18-Feb-2026","Ms Raza Welding Works","Payment Success","35913"
"13097","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18393/2024-2025/163261","SANGAREDDY(District Collector Sangareddy_IDA)","MADHAVANENI RAGHUNANDAN RAO","MEDAK","11-Mar-2026","POSANPALLY ESHWAR REDDY","Payment Success","924920"
"13098","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/	 MP578/2024-2025/157192","VADODARA(DISTRICT COLLECTOR VADODARA_IDA)","Mansukhbhai Dhanjibhai Vasava","BHARUCH","11-Feb-2026","KARAMDI GRAM PANCHAYT","Payment Success","399800"
"13099","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP345/2025-2026/190470","KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA)","Shri NK Premachandran","KOLLAM","17-Mar-2026","SHAJIMON B","Payment Success","403509"
"13100","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/241555","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","14-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13101","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/241510","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","14-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13102","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/241511","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","14-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13103","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/241512","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","14-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13104","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/241513","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","14-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13105","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/241522","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","14-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13106","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/241525","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","14-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13107","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/241528","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","14-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13108","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/241529","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","14-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13109","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/241530","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","14-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13110","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/241531","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","14-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13111","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/241532","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","14-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13112","Jharkhand","Providing drains and gutters for public drainage","WS/MP18322/2025-2026/241533","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","17-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13113","Jharkhand","Providing drains and gutters for public drainage","WS/MP18322/2025-2026/241535","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","17-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13114","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/241538","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","17-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13115","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/241539","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","17-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13116","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/241540","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","14-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13117","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/241541","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","14-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13118","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/241542","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","14-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13119","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/241543","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","14-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13120","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/241544","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","14-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13121","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/241551","JAMTARA(Deputy Commissioner Jamtara_IDA)","NALIN SOREN","DUMKA(ST)","14-Jul-2026","PAPAN KUMAR MANDAL","Payment Success","250000"
"13122","Jammu And Kashmir","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP600/2025-2026/236963","KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA)","Jitendra Singh","UDHAMPUR","09-Feb-2026","HIMANSHU GUPTA","Payment Success","187000"
"13123","Jammu And Kashmir","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP600/2025-2026/178997","KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA)","Jitendra Singh","UDHAMPUR","09-Feb-2026","AJAY KUMAR","Payment Success","160000"
"13124","Telangana","Purchase of sports equipment","WS/MP770/2025-2026/247881","KARIMNAGAR(DISTRICT COLLECTOR KARIMNAGAR_IDA)","Sanjay Kumar Bandi","KARIMNAGAR","21-Feb-2026","Sloka Enterprises","Payment Success","630552"
"13125","Jammu And Kashmir","Construction of footpaths and pedestrian ways","WS/MP600/2025-2026/237571","KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA)","Jitendra Singh","UDHAMPUR","09-Feb-2026","ABIKESH SHARMA","Payment Success","140000"
"13126","Jammu And Kashmir","Construction of footpaths and pedestrian ways","WS/MP18070/2025-2026/243303","ANANTNAG(DEPUTY COMMISSIONER ANANTNAG_IDA)","MIAN ALTAF AHMAD","ANANTNAG","18-Feb-2026","Omer Nabi Bhat","Payment Success","367876"
"13127","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP827/2024-2025/152397","PASCHIM BARDHAMAN(DISTRICT MAGISTRATE PASCHIM BARDHAMAN_IDA)","Shatrughan Sinha","ASANSOL","09-Feb-2026","MODERN CONSTRUCTION","Payment Success","1572875"
"13128","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18109/2025-2026/179975","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA","SIDHI","24-Jul-2026","VINAYAK CONSTRUCTION","Payment Success","165990"
"13129","Assam","Construction of community centers and community halls","WS/MP538/2025-2026/223530","UDALGURI(DEPUTY COMMISSIONER Udalguri_IDA)","Dilip Saikia","Darrang-Udalguri","18-Feb-2026","NIMAHA KHAKLARY","Payment Success","150000"
