"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"11941","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP887/2023-2024/105224","LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA)","Dr. Dinesh Sharma (2023-26) (2023-2026)","Elected MP","17-Jan-2025","BALAJI CONSTRUCTION","Payment Success","992380"
"11942","Uttar Pradesh","Development of public parks","WS/MP887/2024-2025/151289","LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA)","Dr. Dinesh Sharma (2023-26) (2023-2026)","Elected MP","04-Oct-2025","BALAJI CONSTRUCTION","Payment Success","998988"
"11943","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2024-2025/141735","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","30-Jan-2025","Hemraj Ambaram","Payment Success","80000"
"11944","Tamil Nadu","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP165/2023-2024/95943","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","28-Jan-2025","THANGARAJA AJANTHA COOLL","Payment Success","2249694"
"11945","Punjab","Construction of stadiums","WS/MP141/2023-2024/80688","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","23-Dec-2024","SARABJIT SINGH SO DAVINDERPAL SINGH","Payment Success","17500"
"11946","Punjab","Construction of stadiums","WS/MP141/2023-2024/80689","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","07-Aug-2025","SARABJIT SINGH SO DAVINDERPAL SINGH","Payment Success","12500"
"11947","Punjab","Construction of stadiums","WS/MP141/2023-2024/80689","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","07-Aug-2025","SARABJIT SINGH SO DAVINDERPAL SINGH","Payment Success","4500"
"11948","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18285/2024-2025/145253","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","26-Dec-2024","SHIKSHA INTER PRISES","Payment Success","199880"
"11949","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18285/2024-2025/145253","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","26-Dec-2024","SHIKSHA INTER PRISES","Payment Success","199975"
"11950","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18285/2024-2025/145253","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","26-Dec-2024","SHIKSHA INTER PRISES","Payment Success","199974"
"11951","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18285/2024-2025/145253","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","26-Dec-2024","SHIKSHA INTER PRISES","Payment Success","199962"
"11952","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18285/2024-2025/145253","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","16-May-2025","SHIKSHA INTER PRISES","Payment Success","79500"
"11953","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18285/2025-2026/205728","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","24-Jul-2025","SHIKSHA INTER PRISES","Payment Success","100000"
"11954","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18285/2025-2026/205728","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","24-Jul-2025","SHIKSHA INTER PRISES","Payment Success","100000"
"11955","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18285/2025-2026/205728","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","24-Jul-2025","SHIKSHA INTER PRISES","Payment Success","100000"
"11956","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18285/2025-2026/205728","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","24-Jul-2025","SHIKSHA INTER PRISES","Payment Success","100000"
"11957","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18285/2025-2026/205728","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","24-Jul-2025","SHIKSHA INTER PRISES","Payment Success","100000"
"11958","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18285/2025-2026/205728","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","24-Jul-2025","SHIKSHA INTER PRISES","Payment Success","100000"
"11959","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18285/2025-2026/205728","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","19-Jan-2026","SHIKSHA INTER PRISES","Payment Success","56927"
"11960","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18285/2025-2026/205728","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","25-May-2026","SHIKSHA INTER PRISES","Payment Success","195025"
"11961","Sikkim","Development of playfields and sports grounds","WS/MP18282/2024-2025/150018","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","10-Jan-2025","BANWARILALL OMKARMULL","Payment Success","1192548"
"11962","Sikkim","Construction of boundary walls of existing public and community buildings","WS/MP18282/2024-2025/150019","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","19-Mar-2025","BANWARILALL OMKARMULL","Payment Success","548915"
"11963","Sikkim","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP18282/2024-2025/149168","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","24-Dec-2024","BANWARILALL OMKARMULL","Payment Success","171429"
"11964","Karnataka","Construction of boundary walls of existing public and community buildings","WS/MP18364/2025-2026/241443","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","22-Apr-2026","BANWARILALL OMKARMULL","Payment Success","1378724"
"11965","Karnataka","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18364/2025-2026/219968","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","10-Nov-2025","BANWARILALL OMKARMULL","Payment Success","1464883"
"11966","Sikkim","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18282/2025-2026/202378","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","12-Dec-2025","BANWARILALL OMKARMULL","Payment Success","294174"
"11967","Sikkim","Construction of public irrigation facilities","WS/MP18282/2025-2026/202370","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","11-Sep-2025","BANWARILALL OMKARMULL","Payment Success","243456"
"11968","Sikkim","Construction of public irrigation facilities","WS/MP18282/2025-2026/202369","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","11-Sep-2025","BANWARILALL OMKARMULL","Payment Success","781640"
"11969","Sikkim","Construction of public irrigation facilities","WS/MP18282/2025-2026/202366","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","11-Sep-2025","BANWARILALL OMKARMULL","Payment Success","864964"
"11970","Sikkim","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18282/2025-2026/202359","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","12-Sep-2025","BANWARILALL OMKARMULL","Payment Success","424351"
"11971","Sikkim","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18282/2025-2026/202365","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","12-Sep-2025","BANWARILALL OMKARMULL","Payment Success","312717"
"11972","Sikkim","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18282/2025-2026/202361","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","11-Sep-2025","BANWARILALL OMKARMULL","Payment Success","540511"
"11973","Sikkim","Construction of boundary walls of existing public and community buildings","WS/MP18282/2025-2026/206324","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","11-Sep-2025","BANWARILALL OMKARMULL","Payment Success","301451"
"11974","Sikkim","Construction of boundary walls of existing public and community buildings","WS/MP18282/2024-2025/157893","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","20-Mar-2025","BANWARILALL OMKARMULL","Payment Success","242651"
"11975","Sikkim","Construction of boundary walls of existing public and community buildings","WS/MP18282/2024-2025/157889","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","20-Mar-2025","BANWARILALL OMKARMULL","Payment Success","591263"
"11976","Sikkim","Construction of boundary walls of existing public and community buildings","WS/MP18282/2024-2025/157888","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","20-Mar-2025","BANWARILALL OMKARMULL","Payment Success","1714446"
"11977","Sikkim","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18282/2025-2026/191305","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","06-Aug-2025","BANWARILALL OMKARMULL","Payment Success","2288604"
"11978","Karnataka","Construction of boundary walls of existing public and community buildings","WS/MP18364/2024-2025/163814","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","20-Mar-2025","BANWARILALL OMKARMULL","Payment Success","1370576"
"11979","Karnataka","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18364/2025-2026/175971","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","28-May-2025","BANWARILALL OMKARMULL","Payment Success","1461739"
"11980","Sikkim","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18282/2025-2026/191304","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","07-Jul-2025","BANWARILALL OMKARMULL","Payment Success","266184"
"11981","Sikkim","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18282/2025-2026/191303","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","07-Jul-2025","BANWARILALL OMKARMULL","Payment Success","268308"
"11982","Maharashtra","Construction of boundary walls of existing public and community buildings","WS/MP18286/2025-2026/188705","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Dr. Medha Vishram Kulkarni (2024-30) (2024-2030)","Elected MP","06-Aug-2025","BANWARILALL OMKARMULL","Payment Success","1724637"
"11983","Sikkim","Construction of public irrigation facilities","WS/MP18282/2025-2026/197771","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","07-Jul-2025","BANWARILALL OMKARMULL","Payment Success","179169"
"11984","Sikkim","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18282/2025-2026/192722","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","07-Jul-2025","BANWARILALL OMKARMULL","Payment Success","593001"
"11985","Sikkim","Development of playfields and sports grounds","WS/MP18282/2025-2026/192723","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","07-Jul-2025","BANWARILALL OMKARMULL","Payment Success","354329"
"11986","Sikkim","Construction of public libraries and reading rooms","WS/MP18282/2025-2026/194158","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","12-Sep-2025","BANWARILALL OMKARMULL","Payment Success","140197"
"11987","Sikkim","Retrofitting in essential lifeline buildings","WS/MP18282/2025-2026/192777","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","23-Sep-2025","BANWARILALL OMKARMULL","Payment Success","277370"
"11988","Sikkim","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18282/2025-2026/192774","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","07-Jul-2025","BANWARILALL OMKARMULL","Payment Success","534666"
"11989","Sikkim","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18282/2025-2026/192773","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","07-Jul-2025","BANWARILALL OMKARMULL","Payment Success","601656"
"11990","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP078/2025-2026/201577","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","29-Nov-2025","BDO Bhawarna Indu Goswami","Payment Success","100000"
"11991","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP078/2025-2026/201577","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","26-Feb-2026","BDO Bhawarna Indu Goswami","Payment Success","100000"
"11992","Assam","Construction of community centers and community halls","WS/MP071/2025-2026/223153","JORHAT(DEPUTY COMMISSIONER JORHAT_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","17-Aug-2026","GUNIN ENTERPRISE","Payment Success","252188"
"11993","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190761","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"11994","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190760","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"11995","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190759","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"11996","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190758","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"11997","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190757","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"11998","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190756","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"11999","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190755","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"12000","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190754","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"12001","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190753","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"12002","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190752","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"12003","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190751","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"12004","Puducherry","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP139/2025-2026/103180","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","05-Dec-2025","Kanthakumar","Payment Success","2670157"
"12005","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP182/2023-2024/97117","MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)","Dr. Radha Mohan Das Agrawal (2022-28) (2022-2028)","Elected MP","04-Nov-2025","RAMA SHAMYA CONT","Payment Success","443273"
